,KL1,KL2,NLL_mcmc,NLL_snf,NLL_diffusion
81,3.8733696421655734,4.939394380720624,-65.53594970703125,-64.92609252929688,-59.707122802734375
82,4.761615470554148,5.151692702906097,-65.04981689453125,-64.7652587890625,-62.54605712890625
83,5.801430847985786,6.206759880493306,-70.10839233398437,-69.87693481445312,-67.51838989257813
84,4.590859615163267,5.532821419060743,-68.69429321289063,-68.0347412109375,-65.5441650390625
85,3.1863846950133716,3.86629064585552,-70.44251708984375,-69.62224731445312,-65.39808349609375
86,3.632099630587327,4.3644034752840435,-71.67242431640625,-70.58091430664062,-68.21492919921874
87,6.146947236996956,6.592808895025129,-72.02506713867187,-71.88557739257813,-70.49030151367188
88,6.665254572860857,6.940101550309126,-65.23643798828125,-64.8692138671875,-63.27793579101562
89,1.9881595346550938,2.50747766537029,-70.83234252929688,-69.14480590820312,-64.98756713867188
90,4.142342377020445,4.59530298786989,-71.63595581054688,-70.99098510742188,-67.51155395507813
91,2.624667900847249,2.418469182274669,-70.91871948242188,-69.6531982421875,-68.033837890625
92,7.402113662157563,7.480684560572491,-73.3833740234375,-73.20361328125,-72.22633056640625
93,4.902560783559795,5.272578191747418,-65.91945190429688,-65.2648681640625,-63.245123291015624
94,4.339017453268633,4.519551275462622,-69.34423828125,-68.584130859375,-67.35426635742188
95,3.8558890894272695,4.143433633515546,-72.12327270507812,-71.11416625976562,-68.37376708984375
96,5.910860711705947,6.503332859217022,-67.264306640625,-66.84404296875,-65.5005126953125
97,3.9870695280329564,4.406620464617797,-70.9233642578125,-70.35020141601562,-68.14078979492187
98,7.383889525247555,8.034138632841582,-63.61582641601562,-63.38460693359375,-60.508538818359376
99,6.688651353068241,7.2378571209572,-72.72792358398438,-72.57767333984376,-70.80205078125
