,KL2,NLL_mcmc,NLL_diffusion
0,,-70.142822265625,433325.7
1,,-71.95665893554687,462844.6
2,,-70.3248779296875,453704.75
3,,-69.62577514648437,504915.95
4,,-73.20296630859374,464571.25
5,,-71.80739135742188,456930.9
6,,-67.06015014648438,504817.35
7,,-70.26470336914062,423900.7
8,,-67.30810546875,408001.2
9,,-71.28892211914062,454805.85
