,KL2,NLL_mcmc,NLL_diffusion
0,,-68.53103637695312,376733.725
1,,-74.61699829101562,335068.225
2,,-70.02867431640625,311193.975
3,,-69.1876220703125,368123.7
4,,-61.8704833984375,385995.725
5,,-72.9077880859375,348985.675
6,,-75.95143432617188,343697.4
7,,-69.35034790039063,340348.8
8,,-72.16353759765624,361589.675
9,,-68.86776123046874,398679.225
